No.     Time        Source                Destination           Protocol Info
     52 0.001389    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=14482 Win=64087 Len=0 TSV=2766124668 TSER=2766124385
     53 0.001394    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=15930 Win=62639 Len=0 TSV=2766124682 TSER=2766124388
     54 0.001408    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=17378 Win=64087 Len=0 TSV=2766124693 TSER=2766124472
     55 0.001412    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=11586 Win=65535 Len=0 TSV=2766124607 TSER=2766124349
     56 0.001449    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=13034 Win=64087 Len=0 TSV=2766124619 TSER=2766124351
     57 0.001483    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=14482 Win=64087 Len=0 TSV=2766124668 TSER=2766124385
     58 0.001503    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=15930 Win=62639 Len=0 TSV=2766124682 TSER=2766124388
     59 0.001504    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=18826 Win=62639 Len=0 TSV=2766124754 TSER=2766124475
     60 0.001509    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=20274 Win=61191 Len=0 TSV=2766124768 TSER=2766124509
     61 0.001514    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=21722 Ack=2 Win=65535 Len=1448 TSV=2766124808 TSER=2766124607
     62 0.001524    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=17378 Win=64087 Len=0 TSV=2766124693 TSER=2766124472
     63 0.001542    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=18826 Win=62639 Len=0 TSV=2766124754 TSER=2766124475
     64 0.001564    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=20274 Win=61191 Len=0 TSV=2766124768 TSER=2766124509
     65 0.001579    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=23170 Ack=2 Win=65535 Len=1448 TSV=2766124855 TSER=2766124607
     66 0.001586    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=21722 Ack=2 Win=65535 Len=1448 TSV=2766124808 TSER=2766124607
     67 0.001608    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=23170 Ack=2 Win=65535 Len=1448 TSV=2766124855 TSER=2766124607
     68 0.001781    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=24618 Ack=2 Win=65535 Len=1448 TSV=2766124892 TSER=2766124619
     69 0.001792    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=26066 Ack=2 Win=65535 Len=1448 TSV=2766124920 TSER=2766124619
     70 0.001798    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=27514 Ack=2 Win=65535 Len=1448 TSV=2766124956 TSER=2766124668
     71 0.001803    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=28962 Ack=2 Win=65535 Len=1448 TSV=2766124959 TSER=2766124668
     72 0.001807    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=30410 Ack=2 Win=65535 Len=1448 TSV=2766124991 TSER=2766124682
     73 0.001813    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=31858 Ack=2 Win=65535 Len=1448 TSV=2766124994 TSER=2766124682
     74 0.001818    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=33306 Ack=2 Win=65535 Len=1448 TSV=2766125032 TSER=2766124693
     75 0.001824    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=34754 Ack=2 Win=65535 Len=1448 TSV=2766125034 TSER=2766124693
     76 0.001829    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=36202 Ack=2 Win=65535 Len=1448 TSV=2766125065 TSER=2766124754
     77 0.001834    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=37650 Ack=2 Win=65535 Len=1448 TSV=2766125068 TSER=2766124754
     78 0.001839    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=39098 Ack=2 Win=65535 Len=1448 TSV=2766125098 TSER=2766124768
     79 0.001844    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=40546 Ack=2 Win=65535 Len=1448 TSV=2766125100 TSER=2766124768
     80 0.001873    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=20274 Win=64087 Len=0 TSV=2766125188 TSER=2766124808
     81 0.001878    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=20274 Win=62639 Len=0 TSV=2766125197 TSER=2766124855
     82 0.001894    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=24618 Ack=2 Win=65535 Len=1448 TSV=2766124892 TSER=2766124619
     83 0.001906    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=26066 Ack=2 Win=65535 Len=1448 TSV=2766124920 TSER=2766124619
     84 0.001913    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=27514 Ack=2 Win=65535 Len=1448 TSV=2766124956 TSER=2766124668
     85 0.001921    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=28962 Ack=2 Win=65535 Len=1448 TSV=2766124959 TSER=2766124668
     86 0.001927    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=30410 Ack=2 Win=65535 Len=1448 TSV=2766124991 TSER=2766124682
     87 0.001935    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=31858 Ack=2 Win=65535 Len=1448 TSV=2766124994 TSER=2766124682
     88 0.001941    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=33306 Ack=2 Win=65535 Len=1448 TSV=2766125032 TSER=2766124693
     89 0.001950    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=34754 Ack=2 Win=65535 Len=1448 TSV=2766125034 TSER=2766124693
     90 0.001956    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=36202 Ack=2 Win=65535 Len=1448 TSV=2766125065 TSER=2766124754
     91 0.001967    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=37650 Ack=2 Win=65535 Len=1448 TSV=2766125068 TSER=2766124754
     92 0.001973    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=39098 Ack=2 Win=65535 Len=1448 TSV=2766125098 TSER=2766124768
     93 0.001982    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=40546 Ack=2 Win=65535 Len=1448 TSV=2766125100 TSER=2766124768
     94 0.001988    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=20274 Win=64087 Len=0 TSV=2766125188 TSER=2766124808
     95 0.001998    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=20274 Win=62639 Len=0 TSV=2766125197 TSER=2766124855
     96 0.002111    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=20274 Win=61191 Len=0 TSV=2766125353 TSER=2766124892
     97 0.002115    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=20274 Win=59743 Len=0 TSV=2766125362 TSER=2766124920
     98 0.002120    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=20274 Win=58295 Len=0 TSV=2766125370 TSER=2766124956
     99 0.002124    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=20274 Win=61191 Len=0 TSV=2766125353 TSER=2766124892
    100 0.002129    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=20274 Win=56847 Len=0 TSV=2766125378 TSER=2766124959
    101 0.002134    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=20274 Win=55399 Len=0 TSV=2766125384 TSER=2766124991
    102 0.002138    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=20274 Win=53951 Len=0 TSV=2766125391 TSER=2766124994
    103 0.002143    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=20274 Win=52503 Len=0 TSV=2766125397 TSER=2766125032
    104 0.002149    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=20274 Win=51055 Len=0 TSV=2766125406 TSER=2766125034
    105 0.002150    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=20274 Win=59743 Len=0 TSV=2766125362 TSER=2766124920
    106 0.002154    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=20274 Win=49607 Len=0 TSV=2766125412 TSER=2766125065
    107 0.002159    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=20274 Win=48159 Len=0 TSV=2766125419 TSER=2766125068
    108 0.002164    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=20274 Win=46711 Len=0 TSV=2766125425 TSER=2766125098
    109 0.002169    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=20274 Win=45263 Len=0 TSV=2766125432 TSER=2766125100
    110 0.002171    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=20274 Win=58295 Len=0 TSV=2766125370 TSER=2766124956
    111 0.002193    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=20274 Win=56847 Len=0 TSV=2766125378 TSER=2766124959
    112 0.002216    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=20274 Win=55399 Len=0 TSV=2766125384 TSER=2766124991
    113 0.002240    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=20274 Win=53951 Len=0 TSV=2766125391 TSER=2766124994
    114 0.002245    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=20274 Ack=2 Win=65535 Len=1448 TSV=2766125547 TSER=2766125362
    115 0.002263    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=20274 Win=52503 Len=0 TSV=2766125397 TSER=2766125032
    116 0.002271    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=20274 Win=51055 Len=0 TSV=2766125406 TSER=2766125034
    117 0.002280    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=20274 Win=49607 Len=0 TSV=2766125412 TSER=2766125065
    118 0.002286    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=20274 Win=48159 Len=0 TSV=2766125419 TSER=2766125068
    119 0.002293    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=20274 Win=46711 Len=0 TSV=2766125425 TSER=2766125098
    120 0.002299    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=20274 Win=45263 Len=0 TSV=2766125432 TSER=2766125100
    121 0.002306    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=20274 Ack=2 Win=65535 Len=1448 TSV=2766125547 TSER=2766125362
    122 0.002355    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=41994 Win=65535 Len=0 TSV=2766125680 TSER=2766125547
    123 0.002377    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=41994 Win=65535 Len=0 TSV=2766125680 TSER=2766125547
    124 0.002463    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=41994 Ack=2 Win=65535 Len=1448 TSV=2766125778 TSER=2766125680
    125 0.002469    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=43442 Ack=2 Win=65535 Len=1448 TSV=2766125781 TSER=2766125680
    126 0.002477    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=41994 Ack=2 Win=65535 Len=1448 TSV=2766125778 TSER=2766125680
    127 0.002501    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=43442 Ack=2 Win=65535 Len=1448 TSV=2766125781 TSER=2766125680
    128 0.002533    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=43442 Win=65535 Len=0 TSV=2766125854 TSER=2766125778
    129 0.002542    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=44890 Win=64087 Len=0 TSV=2766125863 TSER=2766125781
    130 0.002563    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=43442 Win=65535 Len=0 TSV=2766125854 TSER=2766125778
    131 0.002633    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=44890 Ack=2 Win=65535 Len=1448 TSV=2766125952 TSER=2766125854
    132 0.002647    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=46338 Ack=2 Win=65535 Len=1448 TSV=2766125954 TSER=2766125854
    133 0.002652    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=44890 Win=64087 Len=0 TSV=2766125863 TSER=2766125781
    134 0.002711    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=47786 Ack=2 Win=65535 Len=1448 TSV=2766126032 TSER=2766125863
    135 0.002713    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=44890 Ack=2 Win=65535 Len=1448 TSV=2766125952 TSER=2766125854
    136 0.002716    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=49234 Ack=2 Win=65535 Len=1448 TSV=2766126036 TSER=2766125863
    137 0.002756    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=46338 Win=65535 Len=0 TSV=2766126073 TSER=2766125952
    138 0.002761    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=46338 Ack=2 Win=65535 Len=1448 TSV=2766125954 TSER=2766125854
    139 0.002780    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=47786 Ack=2 Win=65535 Len=1448 TSV=2766126032 TSER=2766125863
    140 0.002807    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=49234 Ack=2 Win=65535 Len=1448 TSV=2766126036 TSER=2766125863
    141 0.002828    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=47786 Win=65535 Len=0 TSV=2766126133 TSER=2766125954
    142 0.002830    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=46338 Win=65535 Len=0 TSV=2766126073 TSER=2766125952
    143 0.002834    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=49234 Win=64087 Len=0 TSV=2766126143 TSER=2766126032
    144 0.002853    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=47786 Win=65535 Len=0 TSV=2766126133 TSER=2766125954
    145 0.002870    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=50682 Win=62639 Len=0 TSV=2766126177 TSER=2766126036
    146 0.002884    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=49234 Win=64087 Len=0 TSV=2766126143 TSER=2766126032
    147 0.002908    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=50682 Win=62639 Len=0 TSV=2766126177 TSER=2766126036
    148 0.002946    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=50682 Ack=2 Win=65535 Len=1448 TSV=2766126263 TSER=2766126073
    149 0.002952    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=52130 Ack=2 Win=65535 Len=1448 TSV=2766126268 TSER=2766126073
    150 0.002989    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=53578 Ack=2 Win=65535 Len=1448 TSV=2766126302 TSER=2766126133
    151 0.002996    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=55026 Ack=2 Win=65535 Len=1448 TSV=2766126306 TSER=2766126133
    152 0.003004    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=50682 Ack=2 Win=65535 Len=1448 TSV=2766126263 TSER=2766126073
    153 0.003037    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=56474 Ack=2 Win=65535 Len=1448 TSV=2766126341 TSER=2766126143
    154 0.003043    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=57922 Ack=2 Win=65535 Len=1448 TSV=2766126344 TSER=2766126143
    155 0.003059    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=59370 Ack=2 Win=65535 Len=1448 TSV=2766126376 TSER=2766126177
    156 0.003065    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=60818 Ack=2 Win=65535 Len=1448 TSV=2766126380 TSER=2766126177
    157 0.003076    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=52130 Win=65535 Len=0 TSV=2766126393 TSER=2766126263
    158 0.003113    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=52130 Ack=2 Win=65535 Len=1448 TSV=2766126268 TSER=2766126073
    159 0.003134    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=53578 Ack=2 Win=65535 Len=1448 TSV=2766126302 TSER=2766126133
    160 0.003163    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=55026 Ack=2 Win=65535 Len=1448 TSV=2766126306 TSER=2766126133
    161 0.003174    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=53578 Win=65535 Len=0 TSV=2766126487 TSER=2766126268
    162 0.003178    127.0.0.1             127.0.0.1             TCP      commplex-main > 63409 [ACK] Seq=2 Ack=55026 Win=64087 Len=0 TSV=2766126497 TSER=2766126302
    163 0.003187    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=56474 Ack=2 Win=65535 Len=1448 TSV=2766126341 TSER=2766126143
    164 0.003211    127.0.0.1             127.0.0.1             TCP      63409 > commplex-main [ACK] Seq=57922 Ack=2 Win=65535 Len=1448 TSV=2766126344 TSER=2766126143
